yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
196310,74.01,2.2333,3.9800,0.034825,0.033290,0.0432,0.0483,0.0415,-0.0026,0.0049,0.0345,0.002900,0.030176,0.031148,0.053777,0.561138,0.530964,0.007000,0.005100,0.007500,0.003257,,0.010280,0.000504,,,-0.0017563594,,,,,,-1.637750,,,-0.030665,0.000000,,,,0.008919,0.064278,0.445524,0.216366,0.993070,0.993070,-2.963196,0.026040,,,,1.055849,,0.131772,,
196311,73.23,2.2567,4.0000,-0.004487,-0.011085,0.0433,0.0484,0.0414,0.0051,0.0015,0.0352,0.002700,0.030816,0.030491,0.054622,0.564168,0.534296,0.006200,0.005100,-0.003600,0.000000,,0.006013,0.003110,,,-0.0017575761,,,,,,-1.724140,,,-0.029015,0.000000,,,,0.004960,0.155133,0.456230,0.218251,0.986877,0.986877,-2.947685,0.025475,,,,0.547203,,0.287757,,
196312,75.02,2.2800,4.0200,0.026065,0.024650,0.0435,0.0485,0.0417,-0.0006,-0.0034,0.0352,0.002900,0.030392,0.031135,0.053586,0.567164,0.525591,0.006500,0.005000,-0.002800,0.003247,,0.008955,0.000274,,,-0.0014968686,,,,,,-1.643365,,,-0.034206,0.000000,,,,-0.018160,0.071304,0.451225,0.218425,0.994447,0.994447,-2.966943,0.024292,,,,0.784933,,0.273247,,
196401,77.04,2.2967,4.0733,0.027391,0.026373,0.0439,0.0483,0.0421,-0.0014,0.0087,0.0352,0.003000,0.029811,0.030614,0.052873,0.563831,0.510607,0.006900,0.004400,0.010100,0.000000,,0.014294,0.000183,,,-0.0017279613,,,,,,-1.697192,,,-0.028680,0.000000,,,,0.059963,0.077245,0.444352,0.195197,0.996903,0.996903,-2.980718,0.027980,,,,1.055849,,0.259617,,
196402,77.80,2.3133,4.1267,0.017015,0.012171,0.0436,0.0483,0.0424,-0.0011,0.0054,0.0353,0.002600,0.029734,0.030028,0.053042,0.560580,0.501162,0.007100,0.004700,0.006500,0.000000,,0.017408,0.000072,,,-0.0014884159,,,,,,-1.633294,,,-0.025147,0.000000,,,,0.026782,0.071701,0.457133,0.190502,1.000000,1.000000,-2.977333,0.024260,,,,1.055849,,0.049213,,
196403,78.98,2.3300,4.1800,0.017232,0.015814,0.0438,0.0483,0.0424,0.0037,-0.0062,0.0354,0.003100,0.029501,0.029949,0.052925,0.557416,0.523675,0.007000,0.004500,-0.009900,0.000000,,0.017783,0.000115,,,-0.0018579462,,,,,,-1.698997,,,-0.028372,0.000000,,,,0.035703,0.031714,0.456391,0.185767,0.991515,0.991515,-2.980217,0.029321,,,,1.055849,,0.034739,,
196404,79.46,2.3467,4.2300,0.006192,0.005297,0.0440,0.0485,0.0423,0.0047,0.0040,0.0347,0.002900,0.029533,0.029712,0.053234,0.554768,0.525303,0.007600,0.004500,-0.000700,0.000000,,0.020768,0.000255,,,-0.0019835029,,,,,,-1.742021,,,-0.015362,0.000000,,,,0.043423,-0.006460,0.441622,0.183068,0.979984,0.979984,-2.974482,0.027253,,,,1.055849,,0.058521,,
196405,80.37,2.3633,4.2800,0.016815,0.011460,0.0441,0.0485,0.0422,0.0050,0.0057,0.0348,0.002600,0.029406,0.029742,0.053254,0.552180,0.519036,0.007400,0.004400,0.000700,0.000000,,0.021179,0.000226,,,-0.0019289225,,,,,,-1.647466,,,-0.012913,0.000000,,,,0.050455,0.057435,0.436130,0.185409,0.988424,0.988424,-2.973830,0.023416,,,,1.055849,,0.080300,,
196406,81.69,2.3800,4.3300,0.018084,0.016779,0.0441,0.0485,0.0419,0.0069,0.0048,0.0348,0.003000,0.029135,0.029613,0.053005,0.549654,0.512207,0.007100,0.004400,-0.002100,0.003236,,0.020503,0.000398,,,-0.0019886295,,,,,,-1.664885,,,-0.013306,0.000000,,,,0.052546,0.014828,0.455759,0.234062,1.000000,1.000000,-2.978218,0.016861,,,,1.055849,,0.115617,,
196407,83.18,2.4000,4.3767,0.018910,0.017953,0.0440,0.0483,0.0421,0.0008,0.0052,0.0346,0.003000,0.028853,0.029379,0.052617,0.548362,0.506361,0.007500,0.004300,0.004400,0.003226,,0.021313,0.000199,,,-0.0022379109,,,,,,-1.652409,,,-0.009963,-0.016835,,,,0.073210,0.040852,0.437700,0.265212,0.987960,0.987960,-2.985765,0.020465,,,,1.055849,,0.111696,,
196408,81.83,2.4200,4.4233,-0.011621,-0.016285,0.0441,0.0482,0.0423,0.0020,0.0037,0.0350,0.002800,0.029574,0.029094,0.054055,0.547099,0.507943,0.007300,0.004100,0.001700,-0.003215,,0.020697,0.000426,,,-0.0018720556,,,,,,-1.631077,,,-0.006662,0.000000,,,,0.026043,-0.003680,0.480862,0.259552,0.984883,0.984883,-2.958797,0.021039,,,,1.055849,,0.145230,,
196409,84.18,2.4400,4.4700,0.030399,0.029022,0.0442,0.0482,0.0421,0.0050,0.0021,0.0353,0.002800,0.028986,0.029818,0.053100,0.545861,0.486537,0.006800,0.004000,-0.002900,0.003226,,0.020403,0.000170,,,-0.0019531682,,,,,,-1.680175,,,-0.006161,0.000000,,,,0.044103,0.070202,0.454059,0.263540,0.999578,0.999578,-2.976711,0.024077,,,,1.055849,,0.114966,,
196410,84.86,2.4600,4.4967,0.008745,0.007566,0.0442,0.0481,0.0421,0.0043,0.0050,0.0357,0.002900,0.028989,0.029223,0.052989,0.547071,0.487813,0.006400,0.003900,0.000700,0.000000,,0.020116,0.000187,,,-0.0022257355,,,,,,-1.677912,,,-0.023305,0.000000,,,,0.069262,0.075190,0.467138,0.251072,0.990448,0.990448,-2.978712,0.020646,,,,1.055849,,0.112841,,
196411,84.42,2.4800,4.5233,0.001598,-0.004588,0.0443,0.0481,0.0422,0.0017,-0.0004,0.0364,0.002900,0.029377,0.029225,0.053581,0.548269,0.486504,0.005800,0.003800,-0.002100,0.003215,,0.019167,0.000213,,,-0.0024802459,,,,,,-1.695622,,,0.003930,0.000000,,,,0.029965,-0.004838,0.459778,0.273290,0.981743,0.981743,-2.967218,0.023550,,,,1.055849,,0.077970,,
196412,84.75,2.5000,4.5500,0.005228,0.003803,0.0444,0.0481,0.0423,0.0030,0.0088,0.0384,0.003100,0.029499,0.029614,0.053687,0.549451,0.487227,0.003900,0.003700,0.005800,0.000000,,0.023095,0.000351,,,-0.0023805734,,,,,,-1.645959,,,0.012480,0.000000,,,,0.033797,0.054776,0.462567,0.287659,0.980285,0.980285,-2.965528,0.020085,,,,1.055849,,0.108991,,
196501,87.56,2.5167,4.5933,0.034791,0.033837,0.0443,0.0480,0.0422,0.0040,0.0081,0.0381,0.002800,0.028742,0.029695,0.052459,0.547897,0.471723,0.004100,0.003700,0.004100,0.000000,,0.017904,0.000166,,,-0.0022007442,,,,,,-1.715604,,,0.020006,0.000000,,,,0.061498,0.028080,0.453037,0.266447,1.000000,1.000000,-2.988765,0.030169,,,,1.055849,,0.101718,,
196502,87.43,2.5333,4.6367,0.003746,-0.000853,0.0441,0.0478,0.0424,0.0014,0.0009,0.0393,0.003000,0.028976,0.028933,0.053033,0.546368,0.471399,0.003100,0.003700,-0.000500,0.000000,,0.014823,0.000393,,,-0.0022017761,,,,,,-1.761971,,,0.023023,0.000000,,,,0.046267,0.027441,0.456781,0.280534,0.996888,0.996888,-2.978080,0.024120,,,,1.055849,,0.126473,,
196503,86.16,2.5500,4.6800,-0.012213,-0.013685,0.0442,0.0478,0.0422,0.0054,0.0012,0.0393,0.003600,0.029596,0.029166,0.054318,0.544872,0.469490,0.002900,0.003600,-0.004200,0.003205,,0.019134,0.000145,,,-0.0021373681,,,,,,-1.677193,,,0.032996,0.000000,,,,0.038715,0.035057,0.450386,0.272036,0.980967,0.980967,-2.954146,0.021609,,,,0.810466,,0.097623,,
196504,89.11,2.5700,4.7333,0.035612,0.034769,0.0443,0.0480,0.0422,0.0036,0.0021,0.0393,0.003100,0.028841,0.029828,0.053118,0.542958,0.452559,0.002900,0.003700,-0.001500,0.003195,,0.014723,0.000163,,,-0.0021429735,,,,,,-1.712320,,,0.034168,0.000000,,,,0.046631,0.076426,0.441708,0.281325,1.000000,1.000000,-2.976385,0.023444,,,,0.784933,,0.101812,,
196505,88.42,2.5900,4.7867,-0.003122,-0.008354,0.0444,0.0481,0.0423,0.0018,-0.0008,0.0389,0.003100,0.029292,0.029065,0.054136,0.541086,0.454664,0.003400,0.003700,-0.002600,0.000000,,0.016245,0.000334,,,-0.0025656153,,,,,,-1.732770,,,0.038772,0.000000,,,,0.043108,0.046903,0.449899,0.267240,0.977033,0.977033,-2.957501,0.022046,,,,-0.249307,,0.090285,,
196506,84.12,2.6100,4.8400,-0.046880,-0.048367,0.0446,0.0485,0.0423,0.0047,0.0003,0.0380,0.003500,0.031027,0.029518,0.057537,0.539256,0.480859,0.004300,0.003900,-0.004400,0.006369,,0.017551,0.001829,,,-0.0023808197,,,,,,-1.914109,,,0.043323,0.000000,,,,0.038558,0.134599,0.402086,0.191303,0.923810,0.923810,-2.896568,0.025386,,,,-1.616140,,0.260940,,
196507,85.25,2.6267,4.8867,0.014486,0.013678,0.0448,0.0488,0.0424,0.0022,0.0019,0.0384,0.003100,0.030811,0.031225,0.057322,0.537517,0.473382,0.004000,0.004000,-0.000300,0.000000,,0.015627,0.000522,,,-0.0019181837,,,,,,-1.717289,,,0.049510,0.000000,,,-0.567211,0.037290,0.096793,0.424307,0.182263,0.938401,0.938401,-2.900219,0.020325,,,,-1.903950,,0.291510,,
196508,87.17,2.6433,4.9333,0.027560,0.022473,0.0449,0.0488,0.0428,-0.0013,-0.0006,0.0384,0.003300,0.030324,0.031007,0.056594,0.535810,0.467361,0.004400,0.003900,0.000700,0.000000,,0.015601,0.000108,,,-0.0017357486,,,,,,-1.684995,,,0.050572,0.000000,,,-0.539392,0.033109,0.032492,0.415818,0.186536,0.950491,0.950491,-2.913468,0.023924,,,,-0.839135,,0.283538,,
196509,89.96,2.6600,4.9800,0.033366,0.032034,0.0452,0.0491,0.0433,-0.0034,-0.0015,0.0392,0.003100,0.029569,0.030515,0.055358,0.534137,0.448537,0.004100,0.003900,0.001900,0.000000,,0.016895,0.000299,,,-0.0013951451,,,,,,-1.774418,,,0.049940,0.000000,,,-0.496822,0.055494,0.037273,0.410128,0.181616,0.990379,0.990379,-2.935941,0.025428,,,,1.055849,,0.117440,,
196510,92.42,2.6800,5.0500,0.028812,0.027737,0.0456,0.0493,0.0433,0.0027,0.0046,0.0403,0.003100,0.028998,0.029791,0.054642,0.530693,0.434421,0.003000,0.003700,0.001900,0.003165,,0.017464,0.000188,,,-0.00099855407,,,,,,-1.787376,,,0.056823,0.000000,,,-0.468444,0.068049,0.017172,0.450536,0.179449,1.000000,1.000000,-2.949536,0.028780,,,,1.055849,,0.060142,,
196511,91.61,2.7000,5.1200,-0.003821,-0.010306,0.0460,0.0495,0.0441,-0.0062,-0.0057,0.0409,0.003500,0.029473,0.029214,0.055889,0.527344,0.440895,0.003200,0.003500,0.000500,0.000000,,0.020762,0.000141,,,-0.0010197298,,,,,,-1.806867,,,0.057826,0.000000,,,-0.666260,0.050586,0.043757,0.449205,0.166187,0.984259,0.984259,-2.927924,0.033914,,,,1.055849,,0.065930,,
196512,92.43,2.7200,5.1900,0.010349,0.009059,0.0468,0.0502,0.0450,-0.0078,-0.0149,0.0438,0.003300,0.029428,0.029691,0.056151,0.524085,0.430638,0.001200,0.003400,-0.007100,0.003155,,0.020838,0.000301,,,-0.00081288747,,,,,,-1.899196,,,0.067033,0.000000,,,-0.558253,0.057770,0.067074,0.418933,0.145789,1.000000,1.000000,-2.924882,0.032153,,,,1.055849,,0.066361,,
196601,92.88,2.7400,5.2400,0.005705,0.004874,0.0474,0.0506,0.0457,-0.0104,0.0022,0.0459,0.003800,0.029500,0.029644,0.056417,0.522901,0.424398,-0.000200,0.003200,0.012600,0.000000,,0.020279,0.000152,,,-0.00053976201,,,,,,-1.878032,,,0.073667,0.000000,,,-0.528214,0.086620,0.039206,0.406988,0.119536,0.989248,0.989248,-2.920056,0.037062,,,,1.055849,,0.058694,,
196602,91.22,2.7600,5.2900,-0.012750,-0.017548,0.0478,0.0512,0.0477,-0.0250,-0.0113,0.0465,0.003500,0.030257,0.029716,0.057992,0.521739,0.438496,0.001200,0.003400,0.013700,0.006289,,0.020026,0.000337,,,-0.00079369557,,,,,,-1.934733,,,0.076991,0.000000,,,-0.456554,0.069616,0.063750,0.395643,0.091240,0.956529,0.956529,-2.894626,0.038680,,,,1.055849,,0.074969,,
196603,89.23,2.7800,5.3400,-0.023041,-0.024608,0.0492,0.0532,0.0460,0.0296,-0.0059,0.0459,0.003800,0.031155,0.030476,0.059845,0.520599,0.490176,0.000100,0.004000,-0.035500,0.003125,,0.016788,0.000931,,,-0.0004888765,,,,,,-1.917414,,,0.087455,0.000000,,,-0.615685,0.094049,0.012303,0.385637,0.083713,0.929277,0.929277,-2.863543,0.031071,,,,-0.017159,,0.130552,,
196604,91.06,2.7967,5.3800,0.022158,0.021250,0.0496,0.0541,0.0467,-0.0063,0.0013,0.0462,0.003400,0.030712,0.031342,0.059082,0.519827,0.485498,0.000500,0.004500,0.007600,0.006231,,0.015636,0.000351,,,-0.00077685742,,,,,,-1.895714,,,0.085915,0.000000,,,-0.601700,0.070995,0.056009,0.371021,0.074501,0.938230,0.938230,-2.875237,0.031983,,,,0.500957,,0.145188,,
196605,86.13,2.8133,5.4200,-0.049140,-0.054645,0.0498,0.0548,0.0473,-0.0059,-0.0026,0.0464,0.004100,0.032664,0.030895,0.062928,0.519065,0.512742,0.000900,0.005000,0.003300,0.000000,,0.015946,0.001935,,,-0.00042074561,,,,,,-2.012822,,,0.092260,0.000000,,,-0.626498,0.059920,0.006400,0.360455,0.094123,0.888379,0.888379,-2.812455,0.033654,,,,-1.886508,,0.217691,,
196606,84.74,2.8300,5.4600,-0.014380,-0.015904,0.0507,0.0558,0.0477,-0.0016,0.0030,0.0450,0.003800,0.033396,0.032857,0.064432,0.518315,0.520975,0.002700,0.005100,0.004600,0.003096,,0.017123,0.000501,,,-0.00066601648,,,,,,-1.782397,,,0.093842,0.000000,,,-0.790469,0.079633,0.025090,0.369755,0.158983,0.874341,0.874341,-2.789118,0.025438,,,,-2.444911,,0.183231,,
196607,83.60,2.8500,5.4767,-0.012129,-0.013039,0.0516,0.0568,0.0482,-0.0037,-0.0098,0.0480,0.003500,0.034091,0.033632,0.065510,0.520389,0.534943,0.000200,0.005200,-0.006100,0.003086,,0.018641,0.001014,,,-0.0010224731,,,,,,-1.801946,,,0.096184,0.000000,,,-0.772834,0.074735,0.007679,0.371335,0.155154,0.851510,0.851510,-2.774527,0.017182,,,,-2.681880,,0.226659,,
196608,77.10,2.8700,5.4933,-0.071650,-0.077487,0.0531,0.0583,0.0499,-0.0206,-0.0259,0.0496,0.004100,0.037224,0.034330,0.071249,0.522452,0.574955,0.000300,0.005200,-0.005300,0.006154,,0.021470,0.003165,,,-0.001167014,,,,,,-1.894178,,,0.093847,0.017123,,,-0.778172,0.044050,0.098575,0.370107,0.167721,0.792252,0.792252,-2.692452,0.024162,,,,-2.681880,,0.278998,,
196609,76.56,2.8900,5.5100,-0.006244,-0.007692,0.0549,0.0609,0.0480,0.0332,0.0078,0.0537,0.004000,0.037748,0.037484,0.071970,0.524501,0.585492,-0.005700,0.006000,-0.025400,0.000000,,0.016985,0.001600,,,-0.0017065219,,,,,,-1.809393,,,0.100019,0.000000,,,-0.604148,0.082504,0.051669,0.395347,0.166107,0.777993,0.777993,-2.682013,0.021607,,,,-2.681880,,0.307003,,
196610,80.20,2.8833,5.5233,0.048333,0.047244,0.0541,0.0610,0.0467,0.0228,0.0261,0.0535,0.004500,0.035952,0.037661,0.068869,0.522027,0.561661,-0.006800,0.006900,0.003300,0.006116,,0.015184,0.002547,,,-0.0013716259,,,,,,-1.856298,,,0.103818,0.000000,,,-0.416702,0.042653,0.045629,0.373943,0.207767,0.811003,0.811003,-2.724428,0.044769,,,,-2.681880,,0.309402,,
196611,80.45,2.8767,5.5367,0.011223,0.003741,0.0535,0.0613,0.0480,-0.0148,-0.0020,0.0532,0.004000,0.035757,0.035869,0.068821,0.519567,0.572645,-0.005200,0.007800,0.012800,0.000000,,0.017550,0.000774,,,-0.0011406594,,,,,,-1.830760,,,0.093813,0.000000,,,-0.227998,0.013106,0.021735,0.386490,0.210210,0.795448,0.795448,-2.726555,0.039844,,,,-2.681880,,0.245767,,
196612,80.33,2.8700,5.5500,0.000326,-0.001089,0.0539,0.0618,0.0455,0.0413,0.0201,0.0496,0.004000,0.035728,0.035674,0.069090,0.517117,0.576945,-0.004100,0.007900,-0.021200,0.000000,,0.017208,0.000627,,,-0.000049878855,,,,,,-1.811669,,,0.093021,0.000000,,,-0.203535,0.013740,0.038209,0.391040,0.229025,0.789519,0.789519,-2.719610,0.024735,,,,-2.681880,,0.214369,,
196701,86.61,2.8800,5.5167,0.079215,0.077723,0.0520,0.0597,0.0448,0.0154,0.0450,0.0472,0.004300,0.033253,0.035852,0.063696,0.522054,0.533363,-0.002400,0.007700,0.029600,0.000000,,0.015698,0.000733,,,0.00024917822,,,,,,-1.984701,,,0.094634,0.010101,,,-0.115554,0.009635,0.047049,0.363943,0.204618,0.854032,0.854032,-2.798423,0.055239,,,,-1.071383,,0.140340,,
196702,86.78,2.8900,5.4833,0.007514,0.002420,0.0503,0.0582,0.0465,-0.0221,-0.0201,0.0456,0.003600,0.033303,0.033368,0.063187,0.527052,0.540048,0.000900,0.007900,0.002000,0.000000,,0.017701,0.000412,,,0.00055525637,,,,,,-1.918339,,,0.080138,0.000000,,,-0.127685,0.008757,0.026506,0.355587,0.191381,0.879170,0.843461,-2.806924,0.029401,,,,0.554277,,0.120873,,
196703,90.20,2.9000,5.4500,0.041137,0.039544,0.0513,0.0585,0.0455,0.0198,0.0117,0.0426,0.003900,0.032151,0.033418,0.060421,0.532110,0.549551,0.002900,0.007200,-0.008100,0.003040,,0.014921,0.000501,,,0.00071807065,,,,,,-1.903085,,,0.071402,0.000000,,,-0.003852,-0.015251,0.086744,0.363786,0.191229,0.907042,0.870200,-2.850813,0.024480,,,,1.055849,,0.101693,,
196704,94.01,2.9000,5.4100,0.043371,0.042544,0.0511,0.0583,0.0477,-0.0291,-0.0071,0.0384,0.003200,0.030848,0.032151,0.057547,0.536044,0.530517,0.009300,0.007200,0.022000,0.003030,,0.015046,0.000837,,,0.00058346768,,,,,,-1.884567,,,0.077706,0.000000,,,0.064822,0.004240,0.054153,0.351465,0.195969,0.960768,0.901422,-2.900030,0.024372,,,,1.055849,,0.127063,,
196705,89.08,2.9000,5.3700,-0.046810,-0.052314,0.0524,0.0596,0.0482,-0.0039,-0.0254,0.0360,0.003300,0.032555,0.030848,0.060283,0.540037,0.558201,0.012200,0.007200,-0.021500,0.003021,,0.011464,0.000890,,,0.0013629683,,,,,,-1.950628,,,0.065866,0.000000,,,-0.022854,0.042640,0.007116,0.354832,0.181496,0.937260,0.856715,-2.856068,0.026989,,,,1.055849,,0.159583,,
196706,90.64,2.9000,5.3300,0.019319,0.018015,0.0544,0.0615,0.0507,-0.0312,-0.0223,0.0354,0.002700,0.031995,0.032555,0.058804,0.544090,0.553205,0.015300,0.007100,0.008900,0.003012,,0.010153,0.001071,,,0.0017294553,,,,,,-1.967986,,,0.062665,0.000000,,,0.158725,0.051122,0.050663,0.356022,0.133795,0.945725,0.864453,-2.882525,0.048037,,,,1.055849,,0.194373,,
196707,94.75,2.9067,5.3200,0.046454,0.045623,0.0558,0.0626,0.0505,0.0068,0.0041,0.0421,0.003100,0.030677,0.032068,0.056148,0.546367,0.526298,0.008400,0.006800,-0.002700,0.003003,,0.006687,0.000218,,,0.0016540993,,,,,,-1.999169,,,0.057316,0.023333,,,0.197555,0.030333,0.061953,0.342639,0.111227,0.994075,0.908647,-2.930081,0.032905,,,,1.055849,,0.149447,,
196708,93.64,2.9133,5.3100,-0.006824,-0.012197,0.0562,0.0633,0.0514,-0.0084,-0.0007,0.0427,0.003100,0.031112,0.030748,0.056707,0.548650,0.528021,0.008700,0.007100,0.007700,0.002994,,0.005841,0.000297,,,0.0020824119,,,,,,-1.927332,,,0.073227,0.000000,,,0.229581,0.011781,0.060876,0.367958,0.103111,0.972559,0.905683,-2.921319,0.026580,,,,1.055849,,0.114061,,
196709,96.71,2.9200,5.3000,0.033815,0.032597,0.0565,0.0640,0.0517,-0.0004,0.0094,0.0442,0.003200,0.030193,0.031183,0.054803,0.550943,0.513565,0.007500,0.007500,0.009800,0.002985,,0.005601,0.000359,,,0.0022640229,,,,,,-1.930065,,,0.068539,0.000000,,,0.107559,0.006669,0.096399,0.348879,0.089408,0.982589,0.931176,-2.955653,0.036679,,,,1.055849,,0.061610,,
196710,93.90,2.9200,5.3100,-0.027448,-0.028701,0.0582,0.0652,0.0549,-0.0400,-0.0281,0.0456,0.003900,0.031097,0.030193,0.056550,0.549906,0.540955,0.009300,0.007000,0.011900,0.002976,,0.003716,0.000445,,,0.0022940724,,,,,,-2.001080,,,0.073593,0.000000,,,-0.224672,0.046513,-0.001153,0.351517,0.086825,0.932837,0.884028,-2.925990,0.033085,,,,1.055849,,0.087992,,
196711,94.00,2.9200,5.3200,0.006435,0.000533,0.0607,0.0672,0.0567,-0.0196,-0.0272,0.0473,0.003600,0.031064,0.031097,0.056596,0.548872,0.543383,0.009400,0.006500,-0.007600,0.002967,,0.002774,0.000955,,,0.0028493145,,,,,,-2.077300,,,0.084737,0.000000,,,-0.063747,0.013762,0.051253,0.310435,0.105630,0.928670,0.880078,-2.927729,0.030517,,,,1.055849,,0.128024,,
196712,96.47,2.9200,5.3300,0.027079,0.025857,0.0619,0.0693,0.0556,0.0192,0.0127,0.0497,0.003300,0.030268,0.031064,0.055250,0.547842,0.525792,0.005900,0.007400,-0.006500,0.002959,,0.014362,0.000271,,,0.0029522247,,,,,,-2.006846,,,0.092399,0.000000,,,-0.082153,0.048480,0.054835,0.309542,0.084135,0.959738,0.909521,-2.951316,0.040508,,,,1.055849,,0.121163,,
196801,92.24,2.9300,5.3667,-0.041875,-0.043523,0.0617,0.0684,0.0536,0.0328,0.0361,0.0500,0.004000,0.031765,0.030372,0.058182,0.545962,0.556302,0.003600,0.006700,0.003300,0.005900,,0.012855,0.000483,,,0.0025043814,,,,,,-2.123547,,,0.088273,0.000000,,,-0.122633,-0.006035,0.024844,0.315312,0.061992,0.907102,0.859639,-2.898011,0.042335,,,,0.239461,,0.109238,,
196802,89.36,2.9400,5.4033,-0.026900,-0.031973,0.0610,0.0680,0.0542,-0.0033,0.0037,0.0498,0.003900,0.032901,0.031873,0.060467,0.544109,0.566211,0.004400,0.007000,0.007000,0.002933,,0.010452,0.000820,,,0.0025561893,,,,,,-2.005739,,,0.088807,0.000000,,,-0.076014,0.014547,-0.013898,0.332206,0.064238,0.891229,0.844596,-2.859767,0.030903,,,,-1.377837,,0.104657,,
196803,90.20,2.9500,5.4400,0.009696,0.008585,0.0611,0.0685,0.0560,-0.0212,-0.0197,0.0517,0.003800,0.032705,0.033013,0.060310,0.542279,0.566810,0.004300,0.007400,0.001500,0.002924,,0.012678,0.001395,,,0.0034032192,,,,,,-1.980165,,,0.088885,0.000000,,,-0.100743,0.049260,0.037520,0.324820,0.063227,0.891409,0.844767,-2.864063,0.021279,,,,-1.673934,,0.180461,,
196804,97.59,2.9633,5.4833,0.084092,0.082642,0.0621,0.0697,0.0547,0.0227,0.0048,0.0538,0.004300,0.030365,0.032853,0.056187,0.540425,0.522352,0.000900,0.007600,-0.017900,0.002915,,0.008141,0.001608,,,0.0036993101,,,,,,-2.142034,,,0.087295,0.000000,,,0.038049,0.011409,0.102046,0.305482,0.062417,0.967277,0.916666,-2.933929,0.053182,,,,0.510093,,0.253513,,
196805,98.68,2.9767,5.5267,0.016374,0.011104,0.0627,0.0703,0.0547,0.0043,0.0032,0.0566,0.004500,0.030165,0.030502,0.056006,0.538601,0.530033,-0.001900,0.007600,-0.001100,0.002907,,0.010647,0.000387,,,0.0029648972,,,,,,-2.055527,,,0.095419,0.000000,,,0.109957,-0.023473,0.086131,0.313002,0.013931,0.953260,0.903381,-2.939339,0.048458,,,,1.055849,,0.219721,,
196806,99.58,2.9900,5.5700,0.009916,0.008695,0.0628,0.0707,0.0534,0.0230,0.0122,0.0552,0.004300,0.030026,0.030300,0.055935,0.536804,0.530742,-0.001800,0.007900,-0.010800,0.005797,,0.012091,0.000500,,,0.0026268741,,,,,,-2.239365,,,0.096056,0.000000,,,0.166345,-0.003541,0.061123,0.298789,0.179938,0.951987,0.902176,-2.939190,0.027052,,,,1.055849,,0.148240,,
196807,97.74,3.0033,5.6000,-0.017444,-0.018664,0.0624,0.0698,0.0517,0.0289,0.0341,0.0531,0.004800,0.030728,0.030160,0.057295,0.536309,0.539638,-0.001400,0.007400,0.005200,0.005764,,0.013886,0.000757,,,0.0026163853,,,,,,-2.202598,,,0.091499,0.000000,,,0.011534,-0.035196,0.008266,0.313712,0.179516,0.936294,0.887303,-2.913085,0.034753,,,,1.055849,,0.104685,,
196808,98.86,3.0167,5.6300,0.016415,0.011259,0.0602,0.0682,0.0520,-0.0003,0.0206,0.0509,0.004200,0.030515,0.030864,0.056949,0.535821,0.531802,0.001100,0.008000,0.020900,0.002865,,0.018036,0.000316,,,0.0028815826,,,,,,-2.049230,,,0.091264,0.000000,,,-0.193572,0.041670,0.015207,0.318994,0.195249,0.950089,0.900377,-2.918377,0.022363,,,,1.055849,,0.108658,,
196809,102.67,3.0300,5.6600,0.039351,0.038210,0.0597,0.0679,0.0531,-0.0102,-0.0053,0.0519,0.004300,0.029512,0.030649,0.055128,0.535336,0.509195,0.001200,0.008200,0.004900,0.002857,,0.018287,0.000268,,,0.0024118186,,,,,,-2.083081,,,0.092029,0.000000,,,-0.154298,0.036434,0.070368,0.307169,0.179971,0.992270,0.940351,-2.951258,0.025558,,,,1.055849,,0.105530,,
196810,103.41,3.0433,5.6933,0.008587,0.006751,0.0609,0.0684,0.0543,-0.0132,-0.0160,0.0535,0.004400,0.029430,0.029642,0.055056,0.534543,0.500320,0.000800,0.007500,-0.002800,0.005698,,0.019410,0.000268,,,0.002547129,,,,,,-2.150876,,,0.091000,0.000000,,,-0.153667,0.047739,0.031074,0.302133,0.192359,0.984393,0.957032,-2.953705,0.022697,,,,1.055849,,0.069920,,
196811,108.37,3.0567,5.7267,0.053580,0.048659,0.0619,0.0701,0.0566,-0.0269,-0.0226,0.0545,0.004200,0.028206,0.029559,0.052844,0.533760,0.483717,0.002100,0.008200,0.004300,0.002833,,0.021189,0.000263,,,0.0024623206,,,,,,-2.159389,,,0.100843,0.000000,,,-0.242713,0.008825,0.085269,0.298069,0.199050,1.000000,0.989881,-2.995852,0.029914,,,,1.055849,,0.051660,,
196812,103.86,3.0700,5.7600,-0.040826,-0.042142,0.0645,0.0723,0.0598,-0.0363,-0.0233,0.0596,0.004300,0.029559,0.028329,0.055459,0.532986,0.504901,0.000200,0.007800,0.013000,0.002825,,0.031961,0.000334,,,0.0023475611,,,,,,-2.215600,,,0.100992,0.000000,,,-0.175688,0.023482,0.034861,0.302178,0.180349,0.957918,0.948349,-2.950658,0.029045,,,,1.055849,,0.075521,,
